No,Student ID,Full Name,Last Name,First Name,Birth,Gender,Social ID
1,22120090,TON KIM AI,TON,KIM AI,5/9/1999,female,1712345
2,22120091,NGUYEN CHANH DAI,NGUYEN,CHANH DAI,14/08/2000,male,1712346
3,22120092,VO DUC MINH,VO,DUC MINH,28/01/2000,male,1712347
4,22120093,NGUYEN CHAN,NGUYEN,CHAN,15/12/1999,male,1712348
5,22120094,DO LE KHANH DANG,DO,LE KHANH DANG,10/11/2001,male,1712349
6,22120095,PHAM XUAN NGHIA,PHAM,XUAN NGHIA,25/01/2001,female,1712350
7,22120096,NGUYEN NGOC KHANH VY,NGUYEN,NGOC KHANH VY,20/02/2002,male,1712351
8,22120097,PHAM TRAN THANH PHONG,PHAM,TRAN THANH PHONG,26/12/2004,male,1712352
9,22120098,DANG HUU PHU,DANG,HUU PHU,4/8/2004,male,1712353
10,22120099,NGUYEN DINH PHU,NGUYEN,DINH PHU,14/01/2004,male,1712354
11,22120100,NGUYEN HOAI PHU,NGUYEN,HOAI PHU,9/4/2004,male,1712355
12,22120101,BUI HONG PHUC,BUI,HONG PHUC,30/08/2004,male,1712356
13,22120102,DUONG HOANG HONG PHUC,DUONG,HOANG HONG PHUC,8/11/2004,male,1712357
14,22120103,HA GIA PHUC,HA,GIA PHUC,17/03/2004,male,1712358
15,22120104,NGUYEN LE ANH PHUC,NGUYEN,LE ANH PHUC,22/06/2004,male,1712359
16,22120105,NGUYEN VAN PHUC,NGUYEN,VAN PHUC,18/02/2004,male,1712360
17,22120106,NGUYEN VAN HOANG PHUC,NGUYEN,VAN HOANG PHUC,3/6/2004,male,1712361
18,22120107,PHAM TAI PHUC,PHAM,TAI PHUC,30/01/2004,male,1712362
19,22120108,PHAN HONG PHUC,PHAN,HONG PHUC,26/09/2004,male,1712363
20,22120109,DUONG KIM PHUNG,DUONG,KIM PHUNG,21/08/2004,male,1712364
21,22120110,NGUYEN VAN PHUOC,NGUYEN,VAN PHUOC,19/06/2004,male,1712365
22,22120111,LE VO MINH PHUONG,LE,VO MINH PHUONG,29/04/2004,male,1712366
23,22120112,NGUYEN MANH PHUONG,NGUYEN,MANH PHUONG,27/03/2004,male,1712367
24,22120113,DO THI KIM PHUONG,DO,THI KIM PHUONG,21/10/2004,male,1712368
25,22120114,HO NGOC TRUNG QUAN,HO,NGOC TRUNG QUAN,8/5/2004,male,1712369
26,22120115,LE MINH QUAN,LE,MINH QUAN,21/04/2004,male,1712370
27,22120116,NGUYEN HAI QUAN,NGUYEN,HAI QUAN,28/11/2004,male,1712371
28,22120117,VO HOANG ANH QUAN,VO,HOANG ANH QUAN,1/12/2004,male,1712372
29,22120118,CAO MINH QUANG,CAO,MINH QUANG,30/08/2004,male,1712373
30,22120119,HO MINH QUANG,HO,MINH QUANG,11/4/2004,male,1712374
31,22120120,LE VAN QUANG,LE,VAN QUANG,8/6/2004,male,1712375
32,22120121,VO QUOC QUANG,VO,QUOC QUANG,7/5/2004,male,1712376
33,22120122,NGUYEN TIEN QUOC,NGUYEN,TIEN QUOC,16/04/2004,male,1712377
34,22120123,NGUYEN TRUNG QUOC,NGUYEN,TRUNG QUOC,26/03/2004,male,1712378
35,22120124,DANG QUY,DANG,QUY,11/8/2003,male,1712379
36,22120125,MAI XUAN QUY,MAI,XUAN QUY,16/06/2004,male,1712380
37,22120126,NGUYEN THI KIM QUY,NGUYEN,THI KIM QUY,23/08/2004,male,1712381
38,22120127,TRAN DOAN THANH QUY,TRAN,DOAN THANH QUY,16/06/2004,male,1712382
39,22120128,LE QUANG VINH QUYEN,LE,QUANG VINH QUYEN,13/04/2004,male,1712383
40,22120129,NGUYEN TRINH XUAN QUYNH,NGUYEN,TRINH XUAN QUYNH,27/07/2004,male,1712384
41,22120130,HO QUANG SANG,HO,QUANG SANG,3/12/2004,male,1712385
42,22120131,LE HOANG SON,LE,HOANG SON,24/04/2004,male,1712386
43,22120132,NGUYEN NGOC SON,NGUYEN,NGOC SON,12/9/2004,male,1712387
44,22120133,LE TIEN TAI,LE,TIEN TAI,13/12/2004,male,1712388
45,22120134,NGUYEN VAN TAI,NGUYEN,VAN TAI,13/06/2004,male,1712389
46,22120135,PHAN VAN TAI,PHAN,VAN TAI,20/01/2004,male,1712390
47,22120136,TRAN DAI TAI,TRAN,DAI TAI,15/12/2004,male,1712391
48,22120137,TRAN HUU TAI,TRAN,HUU TAI,20/08/2004,male,1712392
49,22120138,VO TUAN TAI,VO,TUAN TAI,3/1/2004,male,1712393
50,22120139,NGUYEN MINH TAM,NGUYEN,MINH TAM,23/05/2004,male,1712394
51,22120140,TRAN MINH TAM,TRAN,MINH TAM,26/11/2004,male,1712395
52,22120141,VO THANH TAM,VO,THANH TAM,21/03/2004,male,1712396
53,22120142,NGUYEN NHAT TAN,NGUYEN,NHAT TAN,30/07/2004,male,1712397
54,22120143,NGUYEN TRUONG TAN,NGUYEN,TRUONG TAN,11/12/2004,male,1712398
55,22120144,TRAN NHAT TAN,TRAN,NHAT TAN,25/02/2004,male,1712399
56,22120145,HOANG NGOC THACH,HOANG,NGOC THACH,2/5/2004,male,1712400
57,22120146,NGUYEN THANH THAI,NGUYEN,THANH THAI,8/6/2004,male,1712401
58,22120147,LONG VAN THANG,LONG,VAN THANG,24/01/2004,male,1712402
59,22120148,NGUYEN QUANG THANG,NGUYEN,QUANG THANG,30/06/2004,male,1712403
60,22120149,TRUONG TAM THANH,TRUONG,TAM THANH,25/03/2004,male,1712404
61,22120150,VO TUAN THANH,VO,TUAN THANH,24/08/2004,male,1712405
62,22120151,LUONG THI DIEU THAO,LUONG,THI DIEU THAO,4/5/2004,male,1712406
63,22120152,DO HANH THAO,DO,HANH THAO,21/10/2004,male,1712407
64,22120153,NGUYEN THI ANH THI,NGUYEN,THI ANH THI,27/01/2004,male,1712408
65,22120154,NGUYE~N MINH THIE?N,NGUYE~N,MINH THIE?N,27/08/2004,male,1712409
66,22120155,DINH DUC THIEN,DINH,DUC THIEN,19/01/2004,male,1712410
67,22120156,NGUYEN MINH THIEN,NGUYEN,MINH THIEN,13/05/2004,male,1712411
68,22120157,VO KHAC THIEN,VO,KHAC THIEN,15/12/2004,male,1712412
69,22120158,NGUYEN QUOC THINH,NGUYEN,QUOC THINH,19/05/2004,male,1712413
70,22120159,TRAN DAC THINH,TRAN,DAC THINH,1/9/2004,male,1712414
71,22120160,THI KIEU THO,THI,KIEU THO,8/11/2004,male,1712415
72,22120161,VU THI KIM THOA,VU,THI KIM THOA,14/04/2004,male,1712416
73,22120162,PHAM NGUYEN QUANG THOAI,PHAM,NGUYEN QUANG THOAI,31/07/2004,male,1712417
74,22120163,NGUYEN QUANG THONG,NGUYEN,QUANG THONG,4/8/2004,male,1712418
75,22120164,NGUYEN LE ANH THU,NGUYEN,LE ANH THU,5/1/2004,male,1712419
76,22120165,TRAN HOANG MINH THU,TRAN,HOANG MINH THU,25/05/2004,male,1712420
77,22120166,PHAM CHI THUAN,PHAM,CHI THUAN,14/09/2004,male,1712421
78,22120167,DOAN MINH THUAN,DOAN,MINH THUAN,9/1/2004,male,1712422
79,22120168,LE PHUC THUAN,LE,PHUC THUAN,27/05/2004,male,1712423
80,22120169,TRAN QUANG THUAN,TRAN,QUANG THUAN,12/11/2004,male,1712424
81,22120170,DO HUU THUC,DO,HUU THUC,8/5/2004,male,1712425
